source,target,weight
94401983,17529650,1
37442555,3295917,1
15221397,69292019,1
58686485,246824,1
39958382,246824,2
38288710,57032501,1
49859123,10721637,3
62209274,40324332,1
57235422,21476275,1
95602556,57032501,1
95602556,21739649,1
13480364,21739649,1
83841832,57032501,1
50148388,60192806,2
85933157,57032501,1
59668417,33295329,1
83802440,37571938,1
84582359,66715896,2
27123287,69504711,1
52074560,57032501,1
13480364,57032501,1
67310320,42682171,1
73722584,53561793,1
56729174,42682171,1
14449766,47796773,1
17392847,47428699,1
17392847,24047487,1
38773152,35666156,1
56371622,53561793,2
70800600,50169586,1
929188,53561793,1
17392847,15697392,1
79219541,38536176,1
58197994,19332856,1
30563452,33683915,1
31082444,33683915,1
72728478,91110483,1
51126759,14447645,1
46484604,53101272,2
66490034,84587021,2
17392847,89973818,1
66490034,33683915,1
24150624,20904738,1
4382310,246824,2
17392847,11637265,1
49522834,33683915,1
99275589,60192806,1
55654887,49261032,2
65942493,83860362,1
15656352,53561793,2
65942493,86231890,1
69900465,53561793,1
65472141,65116894,1
14303605,79556603,1
79719301,49261032,1
79719301,89973818,1
89750836,2980232,1
13785959,56333932,1
62596632,49261032,2
14303605,49115038,1
81651203,34128857,1
47436635,55053041,2
23280636,39187116,2
22042746,77075734,1
31138748,56742651,1
25266481,5153506,3
44656240,66615564,1
72411458,64430822,1
36753539,5153506,1
78127355,89973818,1
51778721,2980232,1
17392847,97154015,1
64333144,49249298,1
35640750,17529650,1
51778721,97154015,1
24171523,95026042,7
97190895,66615564,1
8227373,2980232,1
13412599,79420293,1
8587283,79420293,1
26606224,8470859,1
83265269,49249298,1
79068119,22609227,1
67853866,47399658,1
82455342,56333932,1
82455342,71888706,3
26302876,47399658,1
33479607,95026042,2
97645251,85677907,2
77232480,5476137,1
37321859,7298567,1
53932684,61434326,1
90856652,98394544,1
5117214,7298567,1
63737906,5476137,2
342108,75729527,1
29026558,62691227,1
66277622,23799812,1
86628397,89973818,1
52380117,55053041,1
50303844,25113299,2
50303844,55053041,1
43037891,35310977,1
75376461,41420011,1
13886055,56742651,1
13886055,55053041,1
52736833,95026042,4
80049,5153506,1
45111496,55762359,1
25788905,97805514,1
45111496,97154015,1
25788905,2980232,1
41256039,69025752,1
14625564,47796773,1
41256039,19332856,1
93594832,66609227,1
36670772,19332856,1
62080725,18753826,3
39958382,49261032,2
84582359,31346162,1
7220875,19332856,1
83364107,49261032,1
82491817,13595964,2
22337209,49261032,2
45111496,85071614,1
18749776,55053041,1
6207054,58879441,2
59145714,88316937,1
90208268,73757742,1
7028136,48804666,1
79425270,85071614,1
20630993,47796773,1
91455313,48804666,1
14625564,85071614,1
26346626,5153506,1
12376678,48920523,1
67670413,85071614,1
66050196,69025752,1
74095614,89973818,1
53159068,440094,1
20630993,85071614,1
20074152,89973818,1
53159068,69025752,1
81651203,24047487,1
42549984,2980232,1
3969636,53831914,1
37441152,19332856,1
66050196,19332856,1
82520206,69025752,1
81851038,7474623,2
7220875,69025752,1
78675178,69025752,1
14625564,24047487,1
53454565,88316937,1
92295824,19332856,1
92405757,19332856,1
42549984,24047487,1
70168501,88316937,1
60967551,19332856,1
13886055,24047487,1
19277042,19332856,1
10441252,19332856,1
13886055,31346162,1
11154956,89973818,1
76122223,88316937,1
13886055,47796773,1
19277042,69025752,1
58686485,89973818,1
2891435,69025752,1
2891435,11476871,1
64800973,88316937,1
75376461,31346162,1
92678077,73276583,1
89598779,88316937,1
65711079,45907461,1
9140182,67354151,1
27265866,89973818,1
58910349,63737906,1
83469761,35028977,1
37973275,89547591,1
12750493,11476871,1
61620614,88316937,1
54153353,31346162,1
12750493,69025752,1
45111496,31346162,1
24616358,69025752,2
36229552,88316937,1
50706906,33683915,1
10441252,69025752,1
68233965,69025752,1
69022320,15121476,1
67670413,44632826,1
80944468,20630993,2
14625564,20630993,1
31822395,97199358,1
46384640,97199358,2
7583772,89973818,1
67083603,89973818,1
97190895,50648393,1
24910488,95026042,4
53899315,87897387,1
40049809,5519570,2
13886055,85071614,1
36306187,24047487,1
36306187,31346162,1
62391870,85071614,1
62391870,47796773,1
62478455,80341177,1
52736833,27230170,1
54153353,3295917,1
69022320,2485695,1
89409160,9506725,2
43564295,42682171,1
41887188,69025752,1
78816204,65116894,1
75420978,27822384,3
86298302,85071614,1
27066481,69025752,1
33875028,69025752,1
85342726,41558693,1
21914721,69025752,1
85832483,9091422,1
9494783,61392223,1
42628712,61392223,1
90709839,49261032,2
72179470,41558693,1
31138748,3295917,1
45111496,3295917,1
18913828,42682171,1
69022320,69025752,1
49606948,89973818,1
23639240,31346162,1
12036144,66422163,1
59145714,29090670,1
57235422,15697392,1
1004696,34128857,1
57235422,85071614,1
8625320,3839148,5
1004696,3295917,1
1100123,66422163,1
60199803,19332856,1
66050196,11476871,1
54153353,97154015,1
59145714,24363402,1
94400752,85342726,1
509112,97154015,1
44967521,35664318,1
76778518,95288339,1
26867341,71712043,1
13480364,23799812,1
61416500,929188,1
85006125,97382002,3
86298302,97805514,1
98056858,33701534,1
82822077,40165791,1
2454721,27822384,7
3487782,49261032,2
60705670,72173705,1
2485695,69125066,1
71464146,14023548,1
52680142,17420752,1
71464146,42591005,1
85862007,11955557,1
13344908,72173705,1
45526924,60789704,1
45526924,18796002,1
42591005,14023548,1
4574317,10302670,1
59396342,39187116,2
39579460,34128857,1
62445368,72523926,1
83405993,55053041,1
36108085,14551639,1
36108085,21169464,1
60843673,39300421,2
83405993,89973818,1
73329277,49614784,1
98196544,17420752,1
21316000,21169464,1
20232496,17529650,1
34570970,36709807,1
53484076,17529650,1
17833766,36447886,1
45526924,71712043,1
69370913,22197156,1
65711079,42936281,1
19491271,99630562,1
38928361,59668417,1
7919360,1324469,1
55476069,3839148,1
86800243,79719301,1
3487782,246824,3
98108692,88316937,1
73608862,21739649,1
95778054,69025752,1
38928361,86298302,1
65581235,49261032,1
65581235,17529650,1
97945879,33683915,1
33803587,246824,3
57235422,72173705,2
38928361,61870097,2
78823770,69025752,2
95391479,72173705,2
78823770,74984982,1
19277042,80358041,1
38928361,47428699,1
1676102,246824,2
41250178,39406266,1
87870947,75481577,1
70366827,246824,2
94872636,95026042,5
6859926,72173705,3
73608862,57032501,1
97764777,3721808,1
68733883,33683915,1
97190895,134794,1
95135529,61870097,1
40677005,22567149,1
65581235,246824,1
95135529,72173705,2
62391870,20630993,2
55654887,246824,3
78517433,95026042,3
29154242,20630993,1
37442555,72173705,1
8438125,85575009,1
83841832,21739649,1
79952000,91110483,1
11375274,69504711,1
39511747,53561793,1
37098654,73230281,1
53484076,246824,1
34084748,246824,1
2947226,88316937,1
47890227,91110483,1
3359511,53561793,2
15991896,38235592,1
18749776,24047487,1
56978184,73757742,1
54153353,24047487,1
72653545,23669245,1
22497957,60364560,1
33681741,69025752,1
77232480,45565344,3
35092033,42682171,1
36971564,35028977,1
79719301,3487782,1
61892859,73276583,1
63737906,83469761,1
34084748,49261032,1
79490334,69025752,2
58910349,83469761,1
63737906,35028977,1
77232480,56565349,1
77232480,71694960,1
77232480,96600629,1
5476137,96600629,1
45111496,24047487,1
60446272,69025752,1
1886441,89110015,3
8470859,69025752,1
69370913,38802231,1
95902420,14198600,1
68789085,56742651,1
12342011,29933042,1
38928361,8227373,2
38928361,74234169,2
62708925,24047487,1
62708925,47796773,1
92295824,69025752,3
99895617,64532837,1
18199984,64532837,1
45282580,66422163,1
88563079,64532837,1
38928361,293899,1
75376461,47796773,1
68983027,49261032,1
14625564,64532837,1
57235422,64532837,1
57235422,24047487,1
57235422,293899,1
15120516,59251109,1
95391479,64532837,1
95391479,95355134,1
64800973,69025752,1
51096835,69025752,1
95391479,24047487,1
60967551,27017434,1
38928361,47796773,1
15697392,293899,1
22197156,38802231,1
14982130,19678318,1
69900465,5153506,1
66677097,98394544,1
20422483,72173705,2
86218114,5153506,1
86628397,2980232,1
73969351,65116894,1
32310652,2980232,1
53087240,97382002,6
60705670,89973818,2
32436427,18014467,1
22255783,89973818,1
55654887,89973818,1
58417407,49261032,1
29836168,89973818,1
83802440,49261032,2
56978184,47538614,4
73608862,23799812,1
50034124,89973818,2
46515781,36447886,1
36306187,55053041,1
13868640,21199047,1
52074560,23799812,1
49355738,70176535,2
49355738,64430822,1
64430822,70176535,2
64772727,75922144,1
75376461,56742651,1
38928361,97805514,1
62391870,97805514,1
37422707,22609227,1
134794,56742651,1
64772727,52465314,1
64772727,56742651,1
3269605,95391479,1
94553933,70251070,1
50486787,54380082,1
29154242,97154015,1
40115718,5153506,1
95794546,12067584,3
73329277,60192806,1
18145022,12067584,3
43768640,22609227,1
2565588,2574673,2
59668417,95391479,1
75962025,78527190,1
94401983,49261032,1
16415500,49261032,1
26842704,29933042,1
51565659,52281426,2
20425655,77868985,1
8529510,49530166,3
33921727,49261032,1
45416250,5153506,1
74497005,71712043,1
26976856,22821148,1
33921727,95391479,1
39579460,89973818,1
71029956,54380082,2
20630993,97805514,1
68416415,86231890,1
33921727,89973818,1
95070322,95026042,3
47083722,71712043,1
86794136,3878147,9
47399658,87462931,6
99120632,22609227,1
50228477,30314205,1
86794136,87682098,1
86794136,83890446,1
50169586,29933042,1
82893996,89973818,2
83841832,23799812,1
43898210,95026042,5
83881559,35170033,1
47399658,20745791,1
27017434,18753826,1
94485819,39300421,1
68789085,55053041,1
53932684,65116894,1
85933157,23799812,1
13164817,14184597,1
56729174,49261032,1
50486787,77075734,1
86532385,89973818,2
2135162,55053041,1
87870947,22042746,1
44539315,15896377,2
12478273,71712043,1
57235422,56742651,1
57235422,55053041,1
83364107,89973818,1
98161119,99072012,2
51778721,55053041,1
26842704,5153506,1
30563452,8723858,1
13674218,23799812,1
48849025,5153506,1
49261032,95391479,1
49261032,89973818,2
83364107,86231890,1
228350,89973818,2
54660041,22821148,2
35640750,89973818,1
70366827,49261032,1
41252002,36709807,3
49261032,18783091,1
49261032,70986556,1
49261032,86231890,1
49261032,9663742,1
41314232,39434829,1
57560456,65116894,1
80832753,5153506,1
27026757,14184597,1
14449766,89973818,2
17062814,22640619,1
51565659,95026042,6
18199984,293899,1
55231398,55053041,1
55231398,47796773,1
7028136,77056182,1
10172977,53101272,3
55231398,24047487,1
77430892,47796773,1
84582359,89973818,1
49495876,69025752,1
84582359,24047487,1
68789085,24047487,1
15697392,47796773,1
35092033,17529650,1
67670413,24047487,1
59668417,24047487,1
18783091,24047487,1
5983275,2980232,1
60967551,86267714,1
92405757,86267714,1
84582359,8227373,1
74772248,79974876,1
19465415,95026042,1
31182399,47796773,1
31182399,97154015,1
24047487,52465314,1
24047487,86231890,1
62391870,293899,1
88825505,293899,1
33896133,33823190,1
51778721,31346162,1
21582415,7289554,1
98203890,53838471,1
2135162,293899,1
64425994,96788640,1
20630993,293899,1
67310320,53838471,1
75412284,97498399,1
68789085,47796773,1
70620138,23799812,1
55051185,31346162,1
6156471,33823190,1
3269605,47796773,1
18783091,3295917,1
51778721,47796773,1
10112044,39077097,2
52067765,64196333,1
38288710,23799812,1
57235422,47796773,1
74234169,47796773,1
18913828,38235592,1
82893996,18783091,1
21316000,49261032,1
4382310,3487782,1
31346162,47796773,1
3269605,55053041,1
60706683,19934461,2
42196428,23799812,1
57969163,19678318,1
65004102,19678318,1
38928361,64532837,2
35640750,53838471,1
9088200,17529650,1
55654887,17529650,1
55654887,3487782,1
34115977,15944708,6
38085694,20471779,3
31840933,50245601,3
35640750,3487782,1
38928361,18783091,1
17392847,55053041,1
97190895,54197136,1
25266481,53561793,1
25266481,848133,1
59668417,18303795,1
17062814,63828990,1
62391870,15934575,1
18199984,74234169,1
45111496,74234169,1
49773711,27822384,1
57235422,12330843,1
24391405,66510845,1
94965121,7583109,1
94965121,53561793,1
61845035,75509641,1
31346162,12330843,1
15849569,18346203,1
75376461,72173705,2
32935031,75350042,1
97199358,64288605,1
40115718,53561793,2
49778774,18303795,1
6207054,35694981,2
6207054,49389949,1
15697392,18303795,1
39945124,53561793,3
58364693,50290848,2
18913828,66510845,1
29154242,70961586,1
29154242,67652246,1
13348379,53561793,1
97190895,87679989,1
12320210,3741052,1
85184879,53871943,1
90942490,87679989,6
14757840,22893216,1
14757840,58879441,2
30913075,53561793,1
42549984,77430892,1
20232496,246824,1
74492093,22437874,1
79253386,90433339,1
51490141,5584557,1
93430191,74995251,1
74492093,78955753,1
51490141,92244205,1
49119829,74995251,1
51490141,74995251,1
49119829,92244205,1
75962025,74995251,1
74206737,74995251,1
49119829,39727199,1
49119829,5584557,1
57235422,75449910,1
76648810,74995251,2
72144717,22437874,1
60236189,74995251,1
60236189,92244205,1
72144717,98642737,1
23715082,92244205,1
3036525,78955753,1
8544497,15896377,1
9166630,3721808,2
3036525,22437874,1
93623324,92244205,2
3036525,98642737,1
38361011,85679594,1
25113167,47118883,1
72144717,92244205,1
72144717,39727199,1
29897736,39727199,1
43898210,15896377,1
26073043,74995251,1
29897736,74995251,1
57943079,39605370,1
44500483,39727199,1
44500483,5584557,1
64910493,98642737,1
93258231,52465314,1
79952000,74995251,1
93258231,53884327,1
93258231,24047487,1
66081638,73840845,1
57943079,98642737,1
93156967,74995251,1
72144717,77636351,1
44196857,92244205,1
50972749,92244205,2
8808553,74995251,1
31864151,74995251,1
31864151,92514718,1
79802196,54246393,1
6273385,39727199,1
69900465,80049,1
13883827,74995251,2
72144717,84814003,1
76619680,85274643,1
86401805,39727199,1
83621482,15896377,2
58982660,98642737,1
5550234,98642737,1
26346626,65865138,1
71166517,18293639,2
10441252,96941836,1
31864151,39727199,1
9166630,53561793,3
52896642,74995251,1
67069892,74995251,1
59105408,15896377,1
62330316,15896377,1
95391479,61870097,1
86401805,74995251,1
53932684,95991840,1
99114444,88027971,1
90626854,74995251,1
3036525,84814003,1
60705670,85679594,1
43885262,74995251,2
53087240,85679594,1
2895768,74995251,1
22255783,61870097,1
58982660,74995251,1
72747857,12142098,1
53642340,74995251,1
60299242,84587021,2
27827896,44005017,4
46074709,25113299,1
68416415,61870097,1
99895617,61870097,2
41314232,31346162,1
7803612,74995251,2
10231657,74995251,1
35092033,81741925,1
27827896,65161824,1
53642340,98642737,1
82893996,61870097,2
82893996,34064051,2
96498564,34064051,2
93190259,23175988,1
99543225,99000528,1
85760664,14551639,1
8703698,74995251,2
93055223,5584557,1
93055223,74995251,1
62340911,3721808,1
65335779,72898963,1
86218114,53561793,1
56729174,23175988,1
43589230,74995251,2
38072641,23175988,1
43669689,74995251,2
79253386,88027971,1
77413620,74995251,1
67853866,74995251,1
77413620,92244205,1
28026166,74995251,1
74025836,99909215,1
7803612,5584557,1
44500483,74995251,1
28984974,74995251,2
98642737,74995251,1
2895768,39727199,1
70620138,74995251,1
88602755,91566030,1
61464361,72898963,1
40009251,98642737,1
26302876,72898963,1
21711609,95026042,4
40009251,84814003,1
40009251,22437874,1
44348595,95144978,1
26867341,12142098,1
65335779,74995251,1
9088200,25321024,1
1676102,85677907,1
53838471,14551639,1
72144717,31946017,1
43669689,92514718,1
72144717,98899115,1
73921370,43973229,1
64060555,74995251,1
98108692,12142098,1
63765011,92244205,1
3036525,98899115,2
40296628,74995251,1
5917908,98642737,1
67069892,92244205,1
21647425,74995251,1
40296628,5584557,1
79253386,54246393,1
26302876,91566030,1
74206737,92244205,1
54153353,12330843,1
54153353,15934575,1
73540026,38536176,1
20983883,7583109,1
64497696,53561793,1
20983883,53561793,1
95135529,99895617,1
6959729,53561793,1
36753539,53561793,1
95135529,77430892,1
95391479,77430892,2
53159068,85538292,1
62391870,12330843,1
59909494,42682171,1
31138716,30628342,1
95778054,67369709,1
9088200,53838471,1
14809333,86231890,1
58686485,66510845,1
56729174,66510845,1
77746415,67369709,1
45111496,15934575,1
1004696,15934575,1
58417407,246824,2
1004696,12330843,1
77395552,40165791,1
57923810,70961586,1
509112,86231890,1
17656536,19879369,4
10951211,20471779,1
68983027,246824,1
95391479,99895617,1
5216180,22567149,1
31138748,12330843,1
99895617,77430892,1
64850877,24140813,1
45111496,12330843,1
90709839,66510845,1
37918961,53561793,2
86298302,12330843,1
90709839,246824,1
68983027,66510845,1
60653175,95144978,1
9949194,69025752,1
37355733,53561793,1
58890934,69025752,1
95391479,67652246,1
45111496,70961586,1
45111496,67652246,1
86628397,66715896,1
28411229,53561793,1
95135529,12330843,1
62815928,60192806,2
95391479,15934575,1
32436427,87945456,1
57923810,15934575,1
57923810,68789085,1
13886055,66715896,2
4277316,92678077,1
45111496,21476275,1
15697392,12330843,1
20630993,12330843,1
95342285,29933042,1
42314346,68789085,1
13886055,21476275,1
53134238,47796773,1
39973252,15896377,3
56161887,3878147,1
14625564,72173705,1
66184021,53561793,1
38148464,46292963,2
22255783,15934575,1
91216674,89973818,1
509112,53884327,1
95135529,59668417,1
95135529,15934575,1
17392847,61870097,1
97121534,246824,2
2629374,82338572,2
54523458,45303219,1
64622710,521310,1
44325515,18346203,1
43298631,216400,1
90243557,69125066,1
45111496,77430892,1
14982130,67369709,1
64772727,95355134,1
44357979,48705901,1
21793663,18346203,1
7394851,51503574,1
58364693,49700961,1
51503574,49700961,1
97199358,33582043,1
76122223,48705901,1
44325515,39993118,1
2290952,84587021,1
17062814,94965121,1
17062814,74311497,1
35644872,66510845,1
57235422,79515947,1
68789085,79515947,1
134794,86425573,1
56371622,39511747,1
45111496,79515947,1
46484604,16675401,1
59145714,85538292,1
509112,79515947,1
31138748,18303795,1
21914721,85538292,1
78885719,51503574,1
81667829,16675401,1
81667829,51503574,1
18199984,47796773,1
39161448,33683915,1
45073408,70474819,1
51503574,16675401,1
75663273,88316937,1
17834484,51503574,1
84623525,12330843,1
15991896,66510845,1
67670413,79515947,1
75663273,69025752,2
15991896,246824,1
54153353,18303795,1
18783091,79515947,1
45111496,18303795,1
57235422,18303795,1
99917885,216400,1
96552237,521310,1
59145714,521310,1
31822395,64288605,1
46384640,64288605,1
31822395,89358616,1
95135529,70961586,1
46384640,89358616,1
67670413,93366305,1
60816439,99164128,3
43643990,39406266,1
95135529,93366305,1
38928361,77430892,3
95135529,74234169,1
34982076,521310,1
38928361,18303795,1
18199984,18303795,1
64288605,89358616,1
44357979,76122223,2
86298302,41420011,1
15697392,41066038,1
95391479,41066038,1
97199358,27017434,1
97199358,18753826,1
38454561,5153506,1
49416347,5153506,3
9239462,67239693,1
37355733,5153506,1
53087240,39212005,1
68789085,97154015,1
71029956,80981888,1
86298302,97154015,1
17392847,2980232,1
7902369,5256205,1
31138748,97805514,2
62764753,95288339,1
69022320,69292019,1
54153353,97805514,1
39762458,36274834,1
74025836,76816752,1
55762359,2980232,1
90243557,69292019,1
42549984,15697392,1
23280636,59396342,1
95135529,53884327,1
11401196,76708060,1
56565349,5476137,1
71760376,38235592,1
65722254,5153506,2
63337912,15896377,1
57235422,97154015,1
36229552,78221577,1
21914721,8587283,1
24070295,27822384,8
76619680,39300421,1
79382141,27822384,1
35376047,36818576,1
99895617,2980232,2
58686485,35014469,1
9596347,60192806,1
37057299,95991840,1
37057299,77636351,1
73103803,63221825,3
86800243,35014469,1
95888216,80446961,1
95888216,61870097,2
26606224,43973229,1
83055669,39727199,1
95888216,33295329,1
44196857,74995251,1
95317705,56751332,1
53396924,74995251,1
47416441,74995251,1
86298302,97535003,1
23715082,74995251,1
23715082,5584557,1
70878686,95991840,1
77430892,61870097,1
43410047,54157763,1
73969351,3210462,1
38371232,12142098,12
95888216,34064051,1
46894281,19296495,1
46894281,4590005,1
77413620,5584557,1
50972749,74995251,1
9166630,3741052,1
71129401,29876956,1
16244894,74995251,1
27827896,55458627,1
12168984,28380247,6
80944468,80446961,1
52399945,21160653,1
85934268,12142098,6
5160431,80049,1
9166630,80049,1
41328808,90433339,3
86298302,61870097,1
86298302,80446961,1
96382368,13362787,1
76366749,74995251,1
57235422,97535003,1
18293639,90467043,1
19747316,13362787,1
41852169,84587021,2
79382141,13362787,1
9166630,7583109,1
42549984,97535003,1
9166630,39511747,1
9166630,89538221,1
42314346,89989809,1
14625564,80446961,1
89750836,97535003,1
62159269,61870097,1
46515781,929188,1
71562987,80446961,1
62949240,18609440,1
71562987,97535003,1
16244894,92514718,1
71549075,53561793,1
88016427,33010710,1
82884893,7464236,1
67439129,18609440,3
82884893,5584557,1
75701622,85679594,1
55428127,95533465,1
73969351,72731709,1
66631091,94975403,1
33479607,15896377,1
33479607,52281426,1
40009251,92514718,1
40009251,77636351,1
5550234,5584557,1
31138748,75449910,1
31138748,97535003,1
20974474,40953701,1
19491271,20430139,1
40009251,5584557,1
5160431,74311497,1
95391479,97535003,1
6156471,20349848,1
74048031,27230170,1
54157763,85639636,1
39958382,35014469,1
28411229,95907028,2
56284905,82455342,3
45647987,67439129,1
86800243,89973818,1
3662210,49261032,2
26346626,98394544,1
26346626,7646727,1
95602556,23799812,1
1676102,17529650,1
1676102,53838471,1
74023914,49261032,2
79714388,66422163,1
89278590,35694981,2
7048522,66609227,1
42549984,95391479,1
9107240,36709807,1
69687148,4574317,1
62391870,55053041,1
85760664,89973818,1
4574317,69608165,1
90870247,17529650,1
90870247,89973818,1
74095614,17529650,1
54145110,89973818,1
16553697,74137536,2
54660041,80981888,1
89750836,47796773,1
82822077,4574317,1
31138716,58879441,1
95391479,47796773,1
5983275,47796773,1
45111496,47796773,1
86298302,47796773,1
18902421,89973818,2
60679587,75196295,1
66277622,39077097,1
99309472,22944757,1
12302433,4574317,1
64800973,47767042,1
69046152,89973818,1
89074082,52180990,1
89074082,36709807,1
74731215,98042171,2
49287296,41066038,1
97121534,17529650,1
38928361,41066038,1
71129401,89973818,1
75412284,12973009,1
78275543,69292019,1
43670809,20471779,1
78275543,1208350,3
84214946,73230281,2
95391479,55762359,1
49287296,15697392,1
95135529,86425573,1
95135529,58221725,2
30459676,38235592,1
74063482,67369709,1
30459676,246824,1
90866490,67369709,1
78885719,73276583,1
73791520,1069080,3
86800243,66510845,1
22386838,96122075,1
38085694,79364235,3
38085694,72302640,1
13868640,22567149,1
2923658,20904738,1
62159269,72173705,2
38085694,36818576,7
30563452,96122075,1
69022320,69125066,1
56729174,246824,1
2537771,96122075,1
37442555,52465314,1
77746415,14393232,1
71257091,39511747,1
34415257,96122075,1
15896377,52281426,1
12661198,2485695,1
71432012,42682171,1
78183888,96122075,1
86298302,33295329,1
86298302,47813994,1
86298302,59668417,1
14982130,16675401,1
75376461,24047487,1
86298302,79515947,1
31346162,24047487,1
56565349,4224365,1
49416347,53561793,1
75376461,18303795,1
53802647,16675401,1
84321640,53561793,2
36971564,4224365,1
31138748,93366305,1
95391479,58221725,1
45111496,93366305,1
86298302,72173705,1
75376461,79515947,1
47617802,39511747,1
97199358,89358616,1
50764156,53561793,3
38288710,21739649,1
86298302,18303795,1
95391479,18303795,1
22337209,246824,2
89074082,95026042,1
95391479,79515947,1
26532213,48705901,1
83405993,77430892,3
40115718,39511747,1
3662210,71950826,1
67310320,246824,1
54523458,20904738,1
48849025,53561793,2
70424975,48705901,1
58626084,521310,1
47625150,95026042,4
83507949,95026042,2
29531544,53561793,1
81667829,49700961,1
34415257,96596877,1
51778721,56742651,1
60446272,24597318,1
15353912,41265691,1
63569659,97382002,2
95135529,64532837,1
13524142,31097864,3
38512504,61434326,1
82884893,65116894,1
62209274,33681741,1
49261032,69861453,1
49261032,52465314,1
49261032,39434829,1
79425270,33295329,1
39616118,60107034,1
58626084,70261721,1
49700961,29467702,1
25794878,22609227,1
922824,90458439,3
5967920,22640619,1
39616118,49614784,1
81651203,55762359,1
14625564,34128857,1
228350,55762359,1
26777403,97382002,1
60705670,56742651,1
57923810,29467702,1
60705670,95355134,1
45111496,56742651,1
37355733,66363641,1
39161448,49614784,1
84623525,1048150,1
14809333,34064051,1
45111496,34064051,1
15991896,49261032,1
25788905,34064051,1
3269605,34064051,2
77746415,79501361,1
20630993,34064051,1
23639240,34064051,1
34064051,52465314,1
46792983,79596369,1
89381544,41304299,1
45526924,28215611,1
3269605,61870097,1
45478497,521310,1
47416441,7464236,1
31346162,61870097,1
79114326,49755230,1
49495876,66631091,1
16415500,42682171,1
16415500,35014469,1
9848995,72173705,1
57972593,79515947,1
27901964,81166408,1
37918961,22640619,3
30114165,41304299,1
68532964,3210462,1
80049,85458668,1
87821020,67369709,1
20074152,42682171,1
20074152,246824,2
73438584,34845390,1
40115718,7583109,1
49773711,20411063,1
44707246,80049,1
17392847,18303795,1
82822077,53561793,1
57235422,47813994,1
79307189,95026042,11
78955753,92514718,1
63765011,7464236,1
26073043,92514718,1
26777403,46074709,1
68789085,89989809,1
13273,42695363,2
88825505,80446961,1
94269335,42695363,3
21248692,42695363,2
96498564,86231890,1
60519955,46074709,1
14450194,7464236,1
44539315,95026042,1
52736833,15896377,1
50486787,18518217,1
45734118,18518217,1
45837208,246824,1
88075478,81741925,1
88075478,42682171,1
54165979,7464236,1
92053500,55762359,1
92053500,89989809,1
65942493,55762359,1
65942493,24047487,1
49119829,7464236,1
15656352,3721808,1
58877532,7583109,1
46074709,85679594,1
22717731,66715896,1
929188,85679594,1
22717731,24047487,1
7583772,31355737,1
51778721,80446961,1
20232496,66510845,1
20074152,66510845,1
34115977,32652951,1
41314232,66510845,1
90870247,246824,1
26302876,7464236,1
37227546,95355134,1
65985091,61710923,2
37227546,55762359,1
65865138,7583109,1
65865138,53561793,1
5983275,75449910,1
37227546,24047487,1
37227546,86231890,1
57235422,89989809,1
38928361,80446961,1
38928361,64482751,1
134794,64482751,1
70561506,80049,1
54145110,24047487,1
89531886,50245601,4
28130379,34845390,1
12408228,46074709,1
62949240,67439129,2
27066481,80884613,1
23915872,80049,1
65942493,95391479,1
64634750,80049,1
98716338,1604328,1
99309472,46074709,1
81741925,42682171,1
15002762,53528201,1
2537771,21160653,1
75376461,61870097,1
44196857,92514718,1
70800600,43973229,1
78517433,15896377,2
82884893,92514718,1
74497005,43973229,1
35640750,49606948,1
71166517,90467043,1
50034124,85274643,1
72144717,92514718,1
74206737,92514718,1
73722584,80049,1
58982660,92514718,1
97121534,81741925,1
15221397,72302640,1
7464236,93156967,1
30158258,43973229,1
90626854,92514718,1
22232290,43973229,1
94785698,57982267,1
62596632,81741925,1
52680142,7464236,1
509112,89989809,1
68012315,57982267,1
31138748,89989809,1
32436427,62764753,2
12998737,25321024,1
12998737,79719301,1
44926436,35014469,1
44926436,81741925,1
29897736,92514718,1
6273385,92514718,1
2895768,92514718,1
49119829,92514718,1
62445368,92514718,1
43885262,92514718,1
28026166,92514718,1
93623324,92514718,1
70620138,92514718,1
85933157,92514718,1
63765011,92514718,1
31355737,246824,2
27066481,33582043,1
40115718,3721808,1
86773401,14393232,2
13348379,3721808,1
80049,3721808,1
43298631,45717989,1
80049,41304299,1
12302433,53561793,1
12376678,67369709,1
67113393,67869209,1
68382547,26174540,1
91455313,53972965,1
55654887,35014469,1
19415687,53972965,1
94785698,24914821,1
71665720,87805166,1
96382368,13852594,1
37422707,14013869,1
37422707,51892533,1
19509834,79809248,1
88016427,6923531,1
78940766,22893216,1
91767744,24047487,1
83802440,66510845,1
24736937,67369709,1
91767744,52465314,1
18199984,72173705,1
29531544,3721808,1
91767744,86231890,1
29531544,39511747,1
1982229,24914821,1
283611,12663902,1
86218114,39511747,1
7028136,67869209,1
37355733,22640619,1
83450716,22640619,1
74856148,98040305,1
75376461,53884327,1
47890227,91148590,1
7016228,94227634,1
56729174,51799859,1
40316232,49614784,1
95135529,95355134,1
69046152,49261032,1
19935161,95355134,1
61205425,9663742,1
11767966,32704320,1
99815894,22640619,1
13344908,56742651,1
13344908,34128857,1
487950,24597318,1
58626084,15972792,1
44511658,49614784,1
72943648,30314205,1
72117597,1893168,1
26532213,90395400,2
72117597,37845291,8
93604152,39434829,1
40464931,87823950,1
50065845,99072012,1
64098641,21199047,1
50228477,84895689,1
67882408,3264950,1
15221397,58879441,2
67882408,17037383,1
